Дата эксперимента: 29.10.2023 19:00:49
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
27.425;1.0222;-0.0190;0.2064;-4.0305;1.0382;-0.8168;30.6947;
27.446;1.0203;-0.0144;0.2067;-4.0763;0.8931;-0.6794;30.6947;
27.467;1.0134;-0.0193;0.1975;-4.0763;1.0229;-0.8168;30.6006;
27.488;1.0188;-0.0146;0.1964;-4.3817;0.9847;-0.8473;30.6947;
27.509;1.0237;-0.0217;0.2036;-4.2137;1.0076;-0.8550;30.6947;
27.530;1.0200;-0.0220;0.1820;-4.1985;1.1450;-0.8931;30.6947;
27.551;1.0190;-0.0159;0.1986;-4.1527;1.0305;-0.8321;30.7888;
27.572;1.0190;-0.0217;0.2036;-3.9771;1.0687;-0.8092;30.6947;
27.593;1.0237;-0.0217;0.1959;-4.1221;0.9695;-0.8015;30.6947;
27.614;1.0176;-0.0210;0.2061;-4.2519;1.0763;-0.8779;30.7888;
27.635;1.0229;-0.0171;0.2003;-4.2519;0.9695;-0.7939;30.6006;
27.656;1.0142;-0.0176;0.2036;-4.2901;1.0840;-0.9389;30.7888;
27.677;1.0203;-0.0229;0.1923;-4.1450;1.0076;-0.8855;30.6947;
27.698;1.0173;-0.0217;0.1948;-4.2748;1.0916;-0.8550;30.6947;
27.719;1.0159;-0.0159;0.2020;-4.0611;1.1527;-0.6565;30.6947;
27.740;1.0190;-0.0181;0.1948;-4.2443;0.8702;-0.7328;30.6947;
27.761;1.0117;-0.0244;0.1986;-4.2595;0.9847;-1.0382;30.6947;
27.783;1.0208;-0.0222;0.2022;-3.9313;1.1374;-0.7939;30.6947;
27.803;1.0142;-0.0195;0.2045;-4.2748;0.8626;-0.6641;30.6947;
27.824;1.0229;-0.0220;0.1909;-4.2214;0.9237;-0.9008;30.7888;
27.845;1.0098;-0.0149;0.2020;-4.2137;0.9771;-0.9084;30.6006;
27.866;1.0190;-0.0208;0.2025;-4.0076;0.9008;-0.8473;30.6947;
27.887;1.0203;-0.0186;0.1942;-4.2214;0.8855;-0.7328;30.6947;
27.908;1.0212;-0.0161;0.1964;-4.0382;1.0382;-0.7557;30.6006;
27.931;1.0205;-0.0168;0.2061;-4.1908;1.0382;-0.8550;30.7888;
27.950;1.0190;-0.0227;0.2003;-4.0076;1.0229;-0.7557;30.6947;
27.971;1.0193;-0.0283;0.1892;-4.2977;1.1374;-0.8931;30.6947;
27.992;1.0198;-0.0198;0.2050;-4.2519;1.0076;-0.7939;30.6947;
28.013;1.0193;-0.0254;0.2011;-4.1908;0.7939;-0.8244;30.6947;
28.034;1.0215;-0.0229;0.1978;-3.9771;0.9618;-0.8168;30.6947;
28.055;1.0217;-0.0222;0.1995;-4.0229;1.0305;-0.9771;30.6947;
28.076;1.0183;-0.0181;0.1978;-4.1298;0.8550;-0.8397;30.6947;
28.097;1.0195;-0.0237;0.1975;-4.1450;0.9924;-0.9771;30.6947;
28.118;1.0125;-0.0217;0.1934;-4.2519;0.9313;-0.8244;30.7888;
28.139;1.0164;-0.0181;0.1992;-4.4046;0.9389;-0.7634;30.7888;
28.160;1.0200;-0.0264;0.2056;-4.3588;0.9771;-0.8321;30.6947;
28.181;1.0149;-0.0254;0.2017;-4.2595;0.9084;-0.9771;30.7888;
28.202;1.0203;-0.0195;0.1903;-4.1374;0.9847;-0.8168;30.6947;
28.223;1.0200;-0.0215;0.1911;-4.0992;1.1450;-0.8779;30.6006;
28.244;1.0176;-0.0149;0.2009;-4.2137;0.8550;-0.8244;30.6947;
28.265;1.0171;-0.0193;0.2006;-4.2214;1.0000;-0.7786;30.6947;
28.286;1.0173;-0.0193;0.2006;-4.2748;1.1908;-0.8626;30.6006;
28.307;1.0227;-0.0242;0.1928;-4.2137;0.9695;-0.7786;30.6947;
28.328;1.0200;-0.0195;0.1956;-4.0000;1.0229;-0.6641;30.6947;
28.349;1.0225;-0.0210;0.2000;-4.3206;0.9924;-0.9389;30.6947;
28.370;1.0139;-0.0181;0.1925;-4.3359;0.9237;-0.8626;30.6947;
28.391;1.0178;-0.0239;0.1878;-4.2595;1.0611;-0.7252;30.6947;
28.412;1.0178;-0.0242;0.2081;-4.2061;1.0840;-0.9313;30.7888;
28.433;1.0193;-0.0232;0.2011;-4.1527;0.8702;-1.0534;30.6947;
28.454;1.0198;-0.0210;0.1992;-4.2595;1.0763;-0.9084;30.6006;
28.475;1.0161;-0.0239;0.1992;-4.3053;1.2137;-0.9084;30.7888;
28.496;1.0210;-0.0215;0.1978;-4.0611;1.0153;-0.8321;30.6947;
28.517;1.0195;-0.0193;0.1981;-4.2672;0.8931;-0.8931;30.6947;
28.538;1.0171;-0.0193;0.1942;-4.2061;0.9924;-0.8397;30.6947;
28.559;1.0237;-0.0225;0.1903;-3.9542;0.9771;-0.9618;30.6947;
28.580;1.0183;-0.0225;0.1950;-4.2901;1.1298;-0.7710;30.6947;
28.601;1.0181;-0.0129;0.2014;-4.3130;0.9847;-0.8702;30.6947;
28.622;1.0193;-0.0208;0.2053;-4.3206;0.9008;-0.9466;30.6947;
28.643;1.0164;-0.0173;0.2017;-4.2366;1.1069;-0.8550;30.7888;
28.664;1.0222;-0.0208;0.1925;-4.1832;1.0229;-0.9695;30.7888;
28.685;1.0176;-0.0217;0.1939;-4.5038;1.0229;-0.7634;30.7888;
28.706;1.0146;-0.0168;0.2003;-4.3206;1.0840;-1.0000;30.6947;
28.727;1.0190;-0.0164;0.1934;-4.1832;1.2214;-0.6183;30.6947;
28.748;1.0239;-0.0210;0.1942;-4.2748;1.0534;-0.7328;30.6947;
28.769;1.0188;-0.0220;0.1925;-4.1908;0.9160;-0.9695;30.7888;
28.790;1.0168;-0.0251;0.1934;-4.1756;0.8321;-0.8321;30.7888;
28.811;1.0181;-0.0256;0.1967;-4.0763;0.9008;-0.8702;30.6947;
28.832;1.0195;-0.0178;0.2064;-4.2214;1.0687;-0.8015;30.6947;
28.853;1.0239;-0.0171;0.1995;-4.2214;1.0534;-1.0076;30.7888;
28.874;1.0159;-0.0222;0.1995;-4.2519;0.8779;-0.8550;30.6947;
28.895;1.0159;-0.0242;0.1970;-4.1679;1.1145;-0.6565;30.6947;
28.916;1.0195;-0.0244;0.1914;-4.5191;0.9542;-0.9160;30.6947;
28.937;1.0159;-0.0244;0.1945;-4.2214;0.9542;-0.8702;30.7888;
28.958;1.0203;-0.0220;0.2009;-4.0687;1.1145;-0.7176;30.7888;
28.988;1.0176;-0.0193;0.2034;-4.0382;0.9542;-0.7863;30.6947;
29.000;1.0178;-0.0181;0.1995;-4.2595;1.0153;-0.9389;30.6947;
29.021;1.0171;-0.0220;0.2006;-4.3664;0.9466;-0.6565;30.7888;
29.042;1.0205;-0.0161;0.2064;-4.0687;1.0840;-0.8168;30.6947;
29.063;1.0173;-0.0229;0.2025;-4.2290;0.9618;-0.9389;30.7888;
29.084;1.0198;-0.0215;0.1970;-4.2061;1.1069;-0.6947;30.6947;
29.105;1.0251;-0.0200;0.2003;-4.0687;0.9466;-0.7481;30.6947;
29.126;1.0164;-0.0144;0.2084;-4.2290;1.1145;-1.0229;30.6947;
29.147;1.0205;-0.0164;0.1950;-4.1985;1.0840;-0.8092;30.6947;
29.168;1.0161;-0.0237;0.2042;-4.1527;0.9924;-0.9466;30.6947;
29.189;1.0188;-0.0220;0.1989;-4.2977;0.9847;-0.9084;30.7888;
29.210;1.0210;-0.0212;0.2114;-4.0916;0.8779;-1.0000;30.7888;
29.231;1.0137;-0.0251;0.1931;-4.1298;1.0458;-0.8473;30.6947;
29.252;1.0198;-0.0203;0.1939;-4.0458;1.0153;-0.7481;30.7888;
29.273;1.0173;-0.0168;0.1981;-4.1374;0.9695;-0.7099;30.7888;
29.294;1.0139;-0.0208;0.1934;-4.3893;0.9924;-0.9160;30.7888;
29.315;1.0129;-0.0234;0.1978;-4.1298;0.9542;-0.7557;30.6947;
29.336;1.0217;-0.0239;0.2022;-4.2748;0.8168;-0.7405;30.6947;
29.357;1.0205;-0.0227;0.1989;-4.3053;0.9084;-0.9847;30.7888;
29.378;1.0159;-0.0146;0.1925;-4.0916;1.0916;-0.8015;30.6947;
29.399;1.0220;-0.0190;0.2084;-4.2443;0.9160;-0.7786;30.7888;
29.420;1.0212;-0.0242;0.2064;-4.0229;0.9618;-0.8779;30.6947;
29.441;1.0149;-0.0142;0.2072;-4.2748;0.9237;-0.9160;30.6947;
29.462;1.0151;-0.0229;0.2028;-4.2519;0.9313;-0.9084;30.6947;
29.483;1.0154;-0.0195;0.1967;-4.1679;1.1603;-0.9771;30.7888;
29.504;1.0176;-0.0176;0.2059;-4.1679;1.0763;-0.8626;30.6947;
29.525;1.0195;-0.0232;0.1995;-4.2061;1.0687;-0.9008;30.6947;
29.546;1.0242;-0.0186;0.2000;-4.2290;1.0687;-0.7786;30.6947;
29.567;1.0256;-0.0205;0.1928;-4.4046;0.9618;-0.8473;30.6947;
29.588;1.0100;-0.0198;0.1867;-4.2748;1.1221;-0.7786;30.6947;
29.609;1.0210;-0.0237;0.1984;-4.2137;0.9389;-0.9389;30.7888;
29.630;1.0195;-0.0229;0.2017;-4.2901;1.0611;-0.8626;30.7888;
29.651;1.0198;-0.0195;0.2003;-4.0840;0.9389;-0.9466;30.6006;
29.672;1.0176;-0.0208;0.1925;-3.9084;0.8855;-0.9084;30.6947;
29.693;1.0186;-0.0247;0.2014;-4.0763;0.9542;-0.9695;30.6947;
29.714;1.0234;-0.0200;0.2014;-4.1450;1.0000;-0.6489;30.6947;
